symbol,open,high,low,close,exchange
20MICRONS,189.85000610351562,189.85000610351562,173.1999969482422,184.14999389648438,BSE
21STCENMGM,40.58000183105469,41.11000061035156,39.75,39.75,BSE
360ONE,1110.1500244140625,1140.0,1110.1500244140625,1136.699951171875,BSE
SILVER360,225.50999450683594,254.7899932861328,225.50999450683594,252.8800048828125,BSE
3IINFOLTD,14.869999885559082,15.739999771118164,14.869999885559082,15.579999923706055,BSE
3MINDIA,35465.0,37575.1015625,35210.0,36423.3515625,BSE
3PLAND,34.900001525878906,36.279998779296875,34.20000076293945,35.81999969482422,BSE
5PAISA,339.95001220703125,341.04998779296875,329.6499938964844,340.0,BSE
63MOONS,631.1500244140625,726.4000244140625,631.1500244140625,710.2000122070312,BSE
ABCOTS,460.0,460.0,419.45001220703125,442.25,BSE
ABINFRA,20.600000381469727,21.110000610351562,19.899999618530273,20.280000686645508,BSE
A2ZINFRA,13.6899995803833,14.4399995803833,13.6899995803833,14.3100004196167,BSE
AAATECH,100.0,102.80000305175781,99.19999694824219,100.25,BSE
AADHARHFC,473.3500061035156,479.8500061035156,473.3500061035156,476.54998779296875,BSE
AAREYDRUGS,67.3499984741211,70.2699966430664,67.3499984741211,69.86000061035156,BSE
AARNAV,27.8700008392334,28.489999771118164,27.149999618530273,27.950000762939453,BSE
AARTECH,47.41999816894531,50.95000076293945,46.61000061035156,50.470001220703125,BSE
AARTIDRUGS,383.8500061035156,383.8500061035156,375.0,376.70001220703125,BSE
AARTIIND,449.6000061035156,472.0,443.8500061035156,470.3999938964844,BSE
AARTIPHARM,776.0523372567294,797.3071978081175,768.5183452533535,794.263671875,BSE
AARTISURF,428.8500061035156,446.0,428.0,431.8500061035156,BSE
AAVAS,1303.0,1339.0,1282.0,1325.949951171875,BSE
AFSL,204.0,217.0,204.0,212.14999389648438,BSE
ABB,5859.89990234375,5859.89990234375,5752.0,5812.85009765625,BSE
ABBOTINDIA,27489.94921875,27639.650390625,27363.400390625,27478.349609375,BSE
ACC,1666.9000244140625,1709.9000244140625,1666.9000244140625,1706.25,BSE
ACCELYA,1275.949951171875,1275.949951171875,1202.449951171875,1213.949951171875,BSE
ACCURACY,5.150000095367432,5.309999942779541,4.949999809265137,5.159999847412109,BSE
ACMESOLAR,222.1999969482422,229.85000610351562,221.9499969482422,228.10000610351562,BSE
ACE,922.1500244140625,936.0,921.0,923.0,BSE
ACUTAAS,1989.0999755859375,2006.25,1978.300048828125,2000.949951171875,BSE
ADANIENSOL,1024.949951171875,1039.949951171875,1023.2999877929688,1032.449951171875,BSE
ADANIENT,2241.25,2288.0,2241.25,2249.800048828125,BSE
ADANIGREEN,989.9500122070312,996.5499877929688,977.0,982.75,BSE
ADANIPORTS,1572.4000244140625,1584.0,1555.050048828125,1562.25,BSE
ADANIPOWER,153.6999969482422,154.85000610351562,150.8000030517578,151.3000030517578,BSE
ATGL,553.7000122070312,564.0,544.0499877929688,545.9500122070312,BSE
ADFFOODS,226.14999389648438,232.0,224.1999969482422,225.10000610351562,BSE
ABSLAMC,813.5,823.9000244140625,810.6500244140625,819.4000244140625,BSE
ABCAPITAL,348.20001220703125,355.20001220703125,348.20001220703125,352.8999938964844,BSE
ABFRL,69.05000305175781,75.05000305175781,68.25,74.30999755859375,BSE
ABLBL,111.9000015258789,115.5,111.80000305175781,114.9000015258789,BSE
BIRLAMONEY,123.25,140.6999969482422,123.25,132.14999389648438,BSE
ABREL,1355.0,1457.199951171875,1347.75,1427.550048828125,BSE
CPPLUS,1510.0,1549.4000244140625,1501.5999755859375,1523.699951171875,BSE
