symbol,open,high,low,close,exchange
20MICRONS,178.4499969482422,181.25,177.4499969482422,178.14999389648438,BSE
360ONE,1113.949951171875,1130.949951171875,1100.4000244140625,1127.0,BSE
SILVER360,260.7900085449219,262.1400146484375,254.0500030517578,258.1499938964844,BSE
3IINFOLTD,14.449999809265137,14.630000114440918,14.4399995803833,14.449999809265137,BSE
3MINDIA,36150.8984375,36493.05078125,36000.25,36284.6484375,BSE
3PLAND,30.790000915527344,35.0,30.790000915527344,34.099998474121094,BSE
5PAISA,324.95001220703125,324.95001220703125,316.0,318.1499938964844,BSE
63MOONS,641.9000244140625,647.9000244140625,576.7999877929688,585.2000122070312,BSE
ABCOTS,445.0,445.0,404.3999938964844,428.45001220703125,BSE
ABINFRA,22.239999771118164,23.270000457763672,20.270000457763672,20.520000457763672,BSE
A2ZINFRA,14.180000305175781,15.1899995803833,14.180000305175781,14.420000076293945,BSE
AAATECH,106.0,106.0,106.0,106.0,BSE
AADHARHFC,486.95001220703125,486.95001220703125,467.75,470.1000061035156,BSE
AAREYDRUGS,86.29000091552734,86.29000091552734,79.6500015258789,80.66000366210938,BSE
AARNAV,27.1299991607666,28.399999618530273,27.1299991607666,27.829999923706055,BSE
AARTECH,44.5,45.439998626708984,43.43000030517578,43.58000183105469,BSE
AARTIDRUGS,368.04998779296875,375.3500061035156,368.04998779296875,371.6499938964844,BSE
AARTIIND,455.0,456.95001220703125,441.0,445.70001220703125,BSE
AARTIPHARM,698.8499755859375,709.75,682.3499755859375,687.9000244140625,BSE
AARTISURF,412.29998779296875,416.70001220703125,403.70001220703125,405.6499938964844,BSE
AAVAS,1285.25,1289.050048828125,1263.699951171875,1285.9000244140625,BSE
AFSL,202.5,209.1999969482422,202.5,204.10000610351562,BSE
ABB,6071.14990234375,6077.64990234375,5777.4501953125,5916.14990234375,BSE
ABBOTINDIA,26265.0,26526.30078125,26250.0,26478.150390625,BSE
ACC,1620.300048828125,1626.0,1613.1500244140625,1619.550048828125,BSE
ACCELYA,1184.75,1188.75,1165.0,1165.5,BSE
ACCURACY,4.940000057220459,5.190000057220459,4.699999809265137,5.150000095367432,BSE
ACMESOLAR,231.6999969482422,234.1999969482422,230.10000610351562,231.14999389648438,BSE
ACE,868.5,885.4500122070312,866.5,878.4500122070312,BSE
ACUTAAS,2108.35009765625,2157.800048828125,2108.35009765625,2146.14990234375,BSE
ADANIENSOL,1006.0,1009.3499755859375,993.0999755859375,1004.0,BSE
ADANIENT,2186.10009765625,2203.10009765625,2156.199951171875,2188.050048828125,BSE
ADANIGREEN,976.9500122070312,987.4500122070312,962.5999755859375,970.6500244140625,BSE
ADANIPORTS,1511.449951171875,1564.0999755859375,1511.449951171875,1556.550048828125,BSE
ADANIPOWER,145.0,145.75,142.6999969482422,144.0,BSE
ATGL,519.8499755859375,527.7999877929688,519.8499755859375,525.5499877929688,BSE
ADFFOODS,228.3000030517578,235.0,227.39999389648438,227.8000030517578,BSE
ABSLAMC,921.5999755859375,934.6500244140625,905.9000244140625,918.5,BSE
ABCAPITAL,345.3999938964844,350.8999938964844,342.8999938964844,346.29998779296875,BSE
ABFRL,69.88999938964844,72.4800033569336,69.0999984741211,69.68000030517578,BSE
ABLBL,109.55000305175781,109.55000305175781,105.75,106.5,BSE
BIRLAMONEY,131.5500030517578,134.89999389648438,131.5500030517578,132.5,BSE
ABREL,1276.449951171875,1315.300048828125,1276.449951171875,1304.050048828125,BSE
CPPLUS,1509.0999755859375,1538.0,1496.0,1505.949951171875,BSE
AVL,485.6000061035156,490.3500061035156,478.6499938964844,487.1000061035156,BSE
BSLGOLDETF,137.07000732421875,138.5399932861328,137.07000732421875,137.7899932861328,BSE
ADOR,1070.0,1106.800048828125,1066.199951171875,1073.550048828125,BSE
ADROITINFO,9.800000190734863,9.899999618530273,9.399999618530273,9.510000228881836,BSE
ADVAIT,1779.8499755859375,1779.8499755859375,1695.0,1704.800048828125,BSE
ADVANCE,132.10000610351562,135.8000030517578,129.39999389648438,130.89999389648438,BSE
ADVENZYMES,312.29998779296875,319.3999938964844,305.95001220703125,313.6000061035156,BSE
ADVANIHOTR,55.22999954223633,55.97999954223633,55.22999954223633,55.34000015258789,BSE
ADVENTHTL,211.0,212.0,203.0500030517578,204.85000610351562,BSE
AEGISLOG,701.5,706.7999877929688,693.5499877929688,703.2000122070312,BSE
AEGISVOPAK,213.35000610351562,232.25,213.35000610351562,228.85000610351562,BSE
AEQUS,145.60000610351562,145.60000610351562,138.4499969482422,139.3000030517578,BSE
AEROENTER,80.0,80.0,78.06999969482422,79.4800033569336,BSE
AEROFLEX,224.64999389648438,229.14999389648438,216.39999389648438,219.8000030517578,BSE
AETHER,967.4000244140625,982.9500122070312,961.5,966.5999755859375,BSE
AFCONS,320.20001220703125,323.0,311.95001220703125,312.75,BSE
AFFLE,1509.949951171875,1526.5999755859375,1499.449951171875,1509.0,BSE
AFFORDABLE,203.6999969482422,207.85000610351562,197.5500030517578,197.8000030517578,BSE
AGARIND,606.75,607.0999755859375,580.0,583.2000122070312,BSE
AGI,573.5,592.8499755859375,567.0,568.5,BSE
AGIIL,280.0,290.79998779296875,270.5,276.0,BSE
AHLUCONT,804.6500244140625,821.1500244140625,803.1500244140625,804.75,BSE
AIAENG,3915.25,3946.10009765625,3814.699951171875,3841.25,BSE
GOLDTECH,42.0,42.0,40.0,40.95000076293945,BSE
AIRAN,17.079999923706055,17.75,17.079999923706055,17.149999618530273,BSE
AJANTPHARM,2966.199951171875,2987.10009765625,2953.699951171875,2977.89990234375,BSE
AJAXENGG,485.1000061035156,495.0,485.1000061035156,490.1000061035156,BSE
AJMERA,139.9499969482422,141.39999389648438,130.10000610351562,133.8000030517578,BSE
AKI,5.909999847412109,6.480000019073486,5.909999847412109,6.039999961853027,BSE
AFIL,6.0,7.050000190734863,6.0,7.050000190734863,BSE
AKSHOPTFBR,5.0,5.099999904632568,4.75,4.800000190734863,BSE
AKSHAR,0.46000000834465027,0.47999998927116394,0.44999998807907104,0.46000000834465027,BSE
