TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-02-19,2026-02-19,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14807.01,15197.99,14807.01,15100.0,15100.0,14806.56,,15100.0,,,223,3364720.98,63,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14751.0,15155.0,14751.0,15127.17,15134.0,14794.07,,15127.17,,,250,3767952.73,80,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14806.01,15235.04,14806.01,15203.76,15190.0,14805.53,,15206.26,,,1650,24866697.71,269,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15497.0,15497.0,14952.01,15125.0,15125.0,14802.35,,15101.71,,,554,8358204.38,99,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15839.0,15839.0,15099.99,15123.63,15110.0,14815.64,,15075.67,,,242,3669306.5,53,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15115.74,15500.0,14871.0,15142.84,15120.0,14819.35,,15143.23,,,570,8618449.25,96,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14996.0,15241.0,14875.0,15190.28,15241.0,14770.19,,15189.97,,,912,13783123.45,161,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,14999.0,15101.0,14952.01,15101.0,15101.0,14819.0,,15026.5,,,47,705636.01,7,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15000.0,15008.01,15000.0,15008.01,15008.01,14852.0,,15008.01,,,12,180008.01,4,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14702.0,15299.0,14702.0,15299.0,15299.0,14850.0,,15299.0,,,7,105133.0,6,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15199.99,15199.99,15040.0,15075.4,15040.0,14799.99,,15075.4,,,90,1359824.01,15,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14998.0,15000.0,14998.0,15000.0,15000.0,14870.0,,15000.0,,,15,224993.0,3,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15050.01,15247.98,15050.0,15116.32,15100.0,15009.72,,15108.41,,,171,2580583.88,46,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,14891.0,15499.0,14891.0,15499.0,15499.0,14889.98,,15499.0,,,22,329855.0,6,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15099.0,15100.0,15099.0,15100.0,15100.0,14749.6,,15100.0,,,14,211399.0,4,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,14800.0,15198.99,14800.0,15198.99,15198.99,14800.0,,15198.99,,,37,552379.88,8,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14990.0,15130.0,14990.0,15124.16,15100.0,14875.0,,15124.16,,,118,1775049.73,15,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15031.0,15100.01,15001.0,15029.43,15001.21,14800.5,,15029.43,,,65,978152.34,21,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,14943.0,15257.55,14943.0,15102.9,15065.0,14819.47,,15103.47,,,259,3908655.01,82,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14999.0,15300.0,14979.99,15117.49,15100.0,14751.31,,15117.49,,,563,8470648.19,94,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,14999.0,15200.0,14901.0,15078.72,15111.0,14786.84,,15083.89,,,401,6035203.09,106,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15001.0,15100.0,14946.0,15100.0,15100.0,14730.01,,15100.0,,,219,3294566.03,48,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15001.0,15170.0,14901.01,15127.5,15170.0,14798.98,,15127.5,,,1318,19860793.52,275,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14999.0,15159.0,14999.0,15124.39,15105.0,14815.71,,15124.39,,,240,3615253.32,67,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14950.0,15199.0,14950.0,15113.8,15030.0,14803.18,,15113.8,,,332,5011286.18,60,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15000.0,15003.0,14990.0,15003.0,15003.0,14808.36,,15003.0,,,46,689626.0,7,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14932.0,15189.82,14932.0,15127.11,15129.99,14840.58,,15127.11,,,242,3640424.19,46,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15045.0,15200.0,15000.0,15098.52,15100.0,14800.02,,15098.67,,,233,3514074.73,76,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14941.01,15200.0,14941.01,15134.07,15100.0,14938.08,,15138.59,,,137,2075620.44,62,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14901.0,15179.72,14900.0,15061.07,15050.0,14888.0,,15061.68,,,984,14820110.64,150,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14901.0,15295.0,14900.0,15118.03,15235.0,14796.0,,15118.03,,,149,2241789.73,37,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14901.0,15197.0,14901.0,15093.14,15056.0,14800.0,,15093.14,,,62,934056.55,28,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14800.0,15178.0,14800.0,15066.09,15100.0,14801.01,,15077.78,,,725,10926761.66,103,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,14892.99,15300.0,14892.99,15270.16,15252.0,14892.99,,15270.16,,,132,2006893.7,60,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,15100.0,15348.0,15022.0,15265.0,15265.0,14980.0,,15242.71,,,121,1846138.13,57,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15012.0,15315.0,15012.0,15287.18,15315.0,15003.63,,15287.18,,,377,5737964.97,98,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,14802.0,15273.0,14802.0,15173.78,15239.0,14827.79,,15178.54,,,202,3057959.35,78,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,14751.0,15332.0,14751.0,15260.57,15300.0,14946.54,,15259.16,,,189,2874198.44,80,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,15208.0,15451.0,15152.0,15439.74,15451.0,15052.66,,15437.33,,,923,14140764.18,242,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,15075.0,15499.9,15075.0,15434.27,15465.0,15015.51,,15424.99,,,1625,25021676.69,563,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,15240.0,15610.0,15021.0,15492.87,15598.0,15266.43,,15488.04,,,1263,19589002.14,379,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,15349.0,15402.0,15212.02,15393.53,15400.0,15048.97,,15393.62,,,237,3629235.46,69,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,15723.0,16400.0,15722.87,16273.79,16281.0,15722.87,,16272.94,,,1513,24545200.47,432,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,184.0,186.75,180.0,180.86,182.0,181.95,,180.85,,,90929,16642140.29,2585,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,38.09,38.09,36.75,36.81,36.76,37.49,,36.81,,,2365,87146.62,45,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1122.6,1129.7,1089.4,1104.5,1102.0,1127.2,,1104.5,,,648460,717007620.1,19240,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,149.0,151.1,148.8,150.45,150.6,147.45,,150.48,,,45497,6832818.0,818,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,234.7,243.45,234.7,240.18,239.8,229.87,,240.18,,,135198,32461348.63,2636,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,14.55,14.8,14.48,14.56,14.55,14.56,,14.56,,,497616,7239856.5,1143,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,36815.0,37700.0,36385.0,36895.0,36945.0,36915.0,,36889.9,,,3550,131936820.0,2192,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,35.4,35.5,34.02,34.62,34.9,35.68,,34.6,,,739,25734.58,68,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,319.0,325.95,310.5,313.45,314.8,323.1,,313.45,,,58720,18612007.2,2549,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,652.3,657.9,640.0,640.65,640.0,654.5,,640.65,,,78676,50732674.75,3490,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1161.01,1199.99,1161.0,1161.11,1161.11,1160.01,,1174.17,,,555,649293.28,4,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,29312,INE031A07865,751HUDCO28,N5,,,,,7.51 NCD 16FEB28 TR1 SR2,1037.2,1037.2,1037.2,1037.2,1037.2,1036.57,,1038.6,,,199,206402.8,2,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1154.99,1155.0,1152.5,1152.7,1152.5,1151.01,,1152.7,,,503,580848.55,6,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1103.5,1103.5,1103.5,1103.5,1103.5,1103.48,,1104.15,,,3,3310.5,1,F1,1,,,,,
2026-02-19,2026-02-19,CM,NSE,STK,19930,INE031A07AT4,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1103.5,1103.5,1101.0,1101.0,1101.0,1101.0,,1101.0,,,204,224729.0,5,F1,1,,,,,
