symbol,open,high,low,close,exchange
20MICRONS,175.4499969482422,176.1999969482422,172.0,173.14999389648438,BSE
21STCENMGM,39.9900016784668,40.45000076293945,38.88999938964844,40.2400016784668,BSE
360ONE,1158.449951171875,1188.0,1148.449951171875,1168.800048828125,BSE
SILVER360,239.22999572753906,267.989990234375,239.1699981689453,257.6600036621094,BSE
3IINFOLTD,14.779999732971191,15.600000381469727,14.779999732971191,15.069999694824219,BSE
3MINDIA,35096.3984375,35595.0,34747.1484375,35020.55078125,BSE
3PLAND,35.0,35.5,33.81999969482422,35.150001525878906,BSE
5PAISA,349.29998779296875,353.95001220703125,330.0,334.79998779296875,BSE
63MOONS,645.6500244140625,662.5499877929688,641.5499877929688,651.5,BSE
ABCOTS,418.75,442.8999938964844,415.5,425.3500061035156,BSE
ABINFRA,18.1299991607666,19.040000915527344,17.700000762939453,18.079999923706055,BSE
A2ZINFRA,14.0,14.210000038146973,13.949999809265137,14.100000381469727,BSE
AAATECH,101.0,103.0,99.0,102.0,BSE
AADHARHFC,486.75,492.0,471.79998779296875,477.79998779296875,BSE
AAREYDRUGS,65.0,65.66999816894531,64.0,64.91000366210938,BSE
AARNAV,28.0,31.0,27.0,27.860000610351562,BSE
AARTECH,47.09000015258789,47.970001220703125,46.43000030517578,46.79999923706055,BSE
AARTIDRUGS,387.82163720978406,404.3331572034649,384.24082089050677,389.612060546875,BSE
AARTIIND,440.04998779296875,443.8999938964844,410.0,429.5,BSE
AARTIPHARM,770.1648325955796,798.5046879914235,770.1648325955796,795.7106323242188,BSE
AARTISURF,431.0,438.3999938964844,410.0,412.6499938964844,BSE
AAVAS,1451.25,1474.300048828125,1412.050048828125,1430.5999755859375,BSE
AFSL,201.0500030517578,201.0500030517578,201.0,201.0,BSE
ABB,5652.5498046875,5772.5,5606.25,5669.7001953125,BSE
ABBOTINDIA,27850.0,28129.0,26789.05078125,26869.650390625,BSE
ACC,1651.3499755859375,1687.449951171875,1651.3499755859375,1669.9000244140625,BSE
ACCELYA,1281.8137284409374,1320.7518435879167,1274.4130444282175,1314.415283203125,BSE
ACCURACY,5.130000114440918,5.429999828338623,5.130000114440918,5.199999809265137,BSE
ACMESOLAR,222.05444218696806,224.252503357519,207.91689887253457,217.8081817626953,BSE
