symbol,open,high,low,close,exchange
20MICRONS,173.0,174.9499969482422,168.75,170.14999389648438,BSE
21STCENMGM,40.95000076293945,40.95000076293945,40.0,40.849998474121094,BSE
360ONE,1141.3499755859375,1169.0,1137.0,1166.199951171875,BSE
SILVER360,274.0199890136719,274.54998779296875,265.0,272.5,BSE
3IINFOLTD,15.079999923706055,15.600000381469727,14.609999656677246,15.300000190734863,BSE
3MINDIA,34939.94921875,36142.8515625,34692.0,35831.30078125,BSE
3PLAND,35.4900016784668,36.70000076293945,34.9900016784668,35.72999954223633,BSE
5PAISA,335.79998779296875,344.45001220703125,333.1000061035156,337.70001220703125,BSE
63MOONS,648.4500122070312,665.4000244140625,641.25,651.6500244140625,BSE
ABCOTS,463.6000061035156,463.6000061035156,415.0,415.5,BSE
ABINFRA,17.6200008392334,18.979999542236328,17.6200008392334,18.979999542236328,BSE
A2ZINFRA,13.819999694824219,14.59000015258789,13.819999694824219,14.539999961853027,BSE
AAATECH,102.0,105.0999984741211,101.0,103.0,BSE
AADHARHFC,470.20001220703125,478.04998779296875,470.20001220703125,472.6000061035156,BSE
AAREYDRUGS,62.02000045776367,64.75,62.02000045776367,63.04999923706055,BSE
AARNAV,27.510000228881836,28.59000015258789,27.5,27.860000610351562,BSE
AARTECH,47.2400016784668,47.9900016784668,46.869998931884766,47.79999923706055,BSE
AARTIDRUGS,353.1076657977428,370.0170469767897,353.1076657977428,368.2266540527344,BSE
AARTIIND,428.8999938964844,447.95001220703125,428.3500061035156,442.8999938964844,BSE
AARTIPHARM,791.5693642381152,793.3156565638848,773.2083234219725,781.2911987304688,BSE
AARTISURF,410.0,431.8500061035156,410.0,426.0,BSE
AAVAS,1430.5999755859375,1430.5999755859375,1411.8499755859375,1419.8499755859375,BSE
AFSL,201.0,201.0,201.0,201.0,BSE
ABB,5581.25,5865.0,5581.25,5750.2001953125,BSE
ABBOTINDIA,26950.150390625,27250.0,26917.400390625,27117.849609375,BSE
ACC,1673.75,1694.25,1655.0,1691.550048828125,BSE
ACCELYA,1330.184158449351,1352.5312286929734,1321.1872292682765,1332.8929443359375,BSE
ACCURACY,5.050000190734863,5.300000190734863,5.050000190734863,5.159999847412109,BSE
