symbol,open,high,low,close,exchange
20MICRONS,186.8000030517578,194.9499969482422,185.60000610351562,187.39999389648438,BSE
21STCENMGM,39.5,39.5,38.72999954223633,38.72999954223633,BSE
360ONE,1130.050048828125,1145.9000244140625,1110.4000244140625,1144.199951171875,BSE
SILVER360,253.7899932861328,255.30999755859375,251.0,253.14999389648438,BSE
3IINFOLTD,15.819999694824219,15.970000267028809,15.420000076293945,15.5,BSE
3MINDIA,38300.0,38300.0,36280.0,37402.1015625,BSE
3PLAND,34.310001373291016,34.310001373291016,34.29999923706055,34.310001373291016,BSE
5PAISA,333.0,337.0,330.0,330.75,BSE
63MOONS,695.75,698.3499755859375,684.4000244140625,687.75,BSE
ABCOTS,465.0,465.0,433.04998779296875,436.29998779296875,BSE
ABINFRA,21.899999618530273,21.899999618530273,19.610000610351562,20.299999237060547,BSE
A2ZINFRA,14.199999809265137,15.199999809265137,14.199999809265137,14.8100004196167,BSE
AAATECH,108.0,113.30000305175781,108.0,113.30000305175781,BSE
AADHARHFC,472.29998779296875,475.0,468.20001220703125,471.1000061035156,BSE
AAREYDRUGS,66.01000213623047,70.94999694824219,66.01000213623047,70.4000015258789,BSE
AARNAV,27.25,29.239999771118164,27.25,28.889999389648438,BSE
AARTECH,51.40999984741211,51.40999984741211,47.779998779296875,48.369998931884766,BSE
AARTIDRUGS,376.29998779296875,377.6499938964844,372.25,375.29998779296875,BSE
AARTIIND,461.04998779296875,467.95001220703125,460.8999938964844,465.5,BSE
AARTIPHARM,741.4258186867119,742.0245231147007,693.0285748020476,709.79296875,BSE
AARTISURF,428.0,436.04998779296875,424.1499938964844,427.95001220703125,BSE
AAVAS,1316.0999755859375,1320.449951171875,1293.199951171875,1303.300048828125,BSE
AFSL,201.8000030517578,202.0500030517578,201.0,202.0500030517578,BSE
ABB,5760.5498046875,5859.0,5758.2001953125,5784.39990234375,BSE
ABBOTINDIA,27379.900390625,27379.900390625,26553.05078125,26684.900390625,BSE
ACC,1694.4000244140625,1703.9000244140625,1668.0,1672.1500244140625,BSE
ACCELYA,1210.0,1215.449951171875,1201.1500244140625,1209.9000244140625,BSE
ACCURACY,5.139999866485596,5.230000019073486,5.019999980926514,5.230000019073486,BSE
ACMESOLAR,228.60000610351562,228.60000610351562,222.6999969482422,224.0500030517578,BSE
ACE,911.5999755859375,917.0499877929688,900.5,904.7000122070312,BSE
ACUTAAS,2035.6500244140625,2100.0,2028.0,2095.0,BSE
ADANIENSOL,1030.949951171875,1037.5999755859375,1019.75,1023.5499877929688,BSE
ADANIENT,2233.75,2233.75,2201.10009765625,2211.699951171875,BSE
ADANIGREEN,994.4000244140625,999.2000122070312,980.0,997.2000122070312,BSE
ADANIPORTS,1515.050048828125,1551.199951171875,1515.050048828125,1544.0,BSE
ADANIPOWER,150.85000610351562,150.85000610351562,148.75,149.8000030517578,BSE
ATGL,542.4000244140625,542.4500122070312,533.25,535.9000244140625,BSE
ADFFOODS,223.1999969482422,223.1999969482422,217.0,217.4499969482422,BSE
ABSLAMC,865.9500122070312,876.9000244140625,857.25,870.9000244140625,BSE
ABCAPITAL,343.3999938964844,346.29998779296875,340.25,344.25,BSE
ABFRL,71.02999877929688,71.25,69.51000213623047,70.16000366210938,BSE
ABLBL,115.6500015258789,115.6500015258789,113.0,113.9000015258789,BSE
BIRLAMONEY,136.39999389648438,137.0,131.9499969482422,136.5,BSE
ABREL,1443.699951171875,1449.0999755859375,1410.800048828125,1415.25,BSE
CPPLUS,1581.0,1581.0,1535.300048828125,1544.300048828125,BSE
AVL,518.0,533.0,513.0,516.6500244140625,BSE
BSLGOLDETF,133.5500030517578,136.92999267578125,133.5500030517578,136.47000122070312,BSE
ADOR,1087.0,1087.0,1070.0,1073.75,BSE
ADROITINFO,10.300000190734863,10.300000190734863,9.739999771118164,9.989999771118164,BSE
ADVAIT,1822.800048828125,1880.0,1741.0,1781.550048828125,BSE
ADVANCE,137.5500030517578,141.89999389648438,133.10000610351562,138.5500030517578,BSE
ADVENZYMES,307.04998779296875,307.8500061035156,303.0,305.75,BSE
ADVANIHOTR,56.5,56.75,55.84000015258789,55.86000061035156,BSE
ADVENTHTL,218.25,222.6999969482422,216.0,216.64999389648438,BSE
AEGISLOG,714.7999877929688,716.5,703.2999877929688,711.2999877929688,BSE
AEGISVOPAK,219.14999389648438,219.14999389648438,212.10000610351562,213.39999389648438,BSE
AEQUS,143.6999969482422,145.25,142.5,143.39999389648438,BSE
AEROENTER,80.4000015258789,84.30000305175781,79.25,79.4800033569336,BSE
AEROFLEX,188.0500030517578,197.39999389648438,188.0500030517578,193.35000610351562,BSE
AERONEU,71.87000274658203,76.0,68.1500015258789,70.6500015258789,BSE
AETHER,981.7999877929688,981.7999877929688,961.25,967.5,BSE
AFCONS,341.04998779296875,342.70001220703125,335.04998779296875,337.8999938964844,BSE
AFFLE,1649.699951171875,1649.699951171875,1614.9000244140625,1623.9000244140625,BSE
AFFORDABLE,199.85000610351562,205.0,195.6999969482422,199.5,BSE
AGARIND,711.8499755859375,715.1500244140625,704.9000244140625,710.1500244140625,BSE
AGI,644.0,646.3499755859375,635.6500244140625,638.9000244140625,BSE
AGIIL,244.75,245.9499969482422,240.0,240.3000030517578,BSE
AHLUCONT,895.0,930.0,890.0,909.9000244140625,BSE
AIAENG,4005.0,4013.949951171875,3910.0,3954.64990234375,BSE
