Date,open,high,low,close,volume
2025-11-03,36.709999084472656,37.25,36.56999969482422,36.88999938964844,1148762
2025-11-04,37.0,37.099998474121094,36.130001068115234,36.310001373291016,1203987
2025-11-06,36.31999969482422,36.5099983215332,35.5,35.7400016784668,1640766
2025-11-07,35.2599983215332,36.08000183105469,35.0,35.77000045776367,1216660
2025-11-10,35.70000076293945,35.810001373291016,35.11000061035156,35.38999938964844,934328
2025-11-11,35.34000015258789,35.900001525878906,35.220001220703125,35.7599983215332,1062558
2025-11-12,35.779998779296875,36.4900016784668,35.77000045776367,36.310001373291016,1281027
2025-11-13,35.599998474121094,36.5,34.099998474121094,35.33000183105469,1377414
2025-11-14,35.29999923706055,35.849998474121094,35.0,35.58000183105469,680053
2025-11-17,35.400001525878906,36.27000045776367,35.400001525878906,35.86000061035156,967721
2025-11-18,35.709999084472656,35.779998779296875,35.02000045776367,35.15999984741211,958643
2025-11-19,35.2400016784668,35.75,35.04999923706055,35.41999816894531,1052410
2025-11-20,35.29999923706055,35.70000076293945,35.119998931884766,35.27000045776367,823226
2025-11-21,35.20000076293945,35.27000045776367,34.060001373291016,34.630001068115234,908257
2025-11-24,34.599998474121094,34.7400016784668,33.54999923706055,33.7599983215332,1042946
2025-11-25,33.790000915527344,34.310001373291016,33.59000015258789,34.04999923706055,879875
2025-11-26,34.04999923706055,34.900001525878906,34.04999923706055,34.66999816894531,687385
2025-11-27,35.400001525878906,35.400001525878906,34.04999923706055,34.560001373291016,707925
2025-11-28,34.5,39.900001525878906,34.349998474121094,38.189998626708984,88081051
2025-12-01,39.18000030517578,40.79999923706055,36.619998931884766,37.06999969482422,57375575
2025-12-02,37.06999969482422,37.06999969482422,34.41999816894531,35.15999984741211,11863666
2025-12-03,35.779998779296875,35.779998779296875,34.5099983215332,35.130001068115234,4565132
2025-12-04,35.20000076293945,35.599998474121094,34.380001068115234,35.060001373291016,3824210
2025-12-05,34.849998474121094,35.5,34.560001373291016,34.849998474121094,1773723
2025-12-08,34.70000076293945,35.2400016784668,33.310001373291016,33.95000076293945,3625187
2025-12-09,33.79999923706055,36.36000061035156,33.08000183105469,34.65999984741211,3372682
2025-12-10,34.5,35.22999954223633,34.279998779296875,34.83000183105469,1588297
2025-12-11,34.9900016784668,34.9900016784668,34.2400016784668,34.630001068115234,1153947
2025-12-12,34.66999816894531,35.70000076293945,34.36000061035156,35.09000015258789,2806218
2025-12-15,34.56999969482422,35.189998626708984,34.150001525878906,34.279998779296875,1471140
2025-12-16,34.439998626708984,35.4900016784668,33.970001220703125,34.41999816894531,3797700
2025-12-17,34.540000915527344,34.689998626708984,34.0,34.060001373291016,1359416
2025-12-18,33.79999923706055,34.150001525878906,33.4900016784668,33.93000030517578,1129275
2025-12-19,34.09000015258789,34.369998931884766,33.70000076293945,34.18000030517578,1354507
2025-12-22,34.34000015258789,34.63999938964844,33.849998474121094,34.18000030517578,1012828
2025-12-23,34.45000076293945,34.72999954223633,34.220001220703125,34.380001068115234,1022903
2025-12-24,34.4900016784668,34.65999984741211,34.0,34.04999923706055,936660
2025-12-26,34.38999938964844,34.38999938964844,33.849998474121094,33.95000076293945,1090478
2025-12-29,31.600000381469727,33.439998626708984,30.5,32.27000045776367,8727995
2025-12-30,32.290000915527344,32.470001220703125,31.81999969482422,32.09000015258789,2150660
2025-12-31,32.25,32.380001068115234,30.920000076293945,31.1200008392334,5288245
2026-01-01,31.149999618530273,31.43000030517578,30.520000457763672,30.6200008392334,3868708
2026-01-02,30.760000228881836,31.440000534057617,30.600000381469727,31.34000015258789,2834231
2026-01-05,31.489999771118164,31.899999618530273,30.059999465942383,30.889999389648438,3183223
2026-01-06,31.0,31.1299991607666,30.299999237060547,30.3799991607666,2645092
2026-01-07,30.399999618530273,30.729999542236328,30.149999618530273,30.280000686645508,2152818
2026-01-08,30.309999465942383,30.649999618530273,30.0,30.110000610351562,2167750
2026-01-09,30.149999618530273,30.149999618530273,29.43000030517578,29.90999984741211,10212607
2026-01-12,29.899999618530273,29.899999618530273,28.059999465942383,28.350000381469727,4240504
2026-01-13,28.5,28.90999984741211,28.110000610351562,28.309999465942383,2340605
2026-01-14,28.450000762939453,28.6299991607666,27.649999618530273,27.860000610351562,4188156
2026-01-15,27.860000610351562,27.860000610351562,27.860000610351562,27.860000610351562,0
2026-01-16,27.860000610351562,28.3799991607666,27.309999465942383,27.469999313354492,3364661
2026-01-19,27.270000457763672,27.399999618530273,26.25,26.399999618530273,2019723
2026-01-20,26.399999618530273,26.40999984741211,23.649999618530273,24.18000030517578,9029898
2026-01-21,24.110000610351562,24.5,23.450000762939453,23.700000762939453,6199486
2026-01-22,24.100000381469727,25.5,22.510000228881836,23.010000228881836,16214185
2026-01-23,23.350000381469727,24.0,21.920000076293945,22.3700008392334,7815515
2026-01-27,22.489999771118164,22.5,19.399999618530273,19.610000610351562,23858874
2026-01-28,19.829999923706055,21.1299991607666,19.450000762939453,20.540000915527344,13820765
2026-01-29,20.809999465942383,21.15999984741211,19.399999618530273,19.8799991607666,11516527
2026-01-30,19.8799991607666,20.3700008392334,19.299999237060547,19.8799991607666,8240074
2026-02-02,20.1299991607666,20.25,18.920000076293945,19.989999771118164,6219945
2026-02-03,22.850000381469727,22.850000381469727,20.200000762939453,20.649999618530273,9169286
2026-02-04,20.739999771118164,24.780000686645508,20.010000228881836,23.549999237060547,32302581
2026-02-05,24.200000762939453,25.5,23.0,24.260000228881836,26810642
2026-02-06,24.290000915527344,24.350000381469727,23.280000686645508,24.0,7395816
2026-02-09,23.8799991607666,26.200000762939453,23.549999237060547,25.8799991607666,10973166
2026-02-10,25.8799991607666,26.649999618530273,25.610000610351562,26.06999969482422,8679378
2026-02-11,26.15999984741211,26.15999984741211,24.020000457763672,24.760000228881836,6521914
2026-02-12,24.34000015258789,24.600000381469727,23.899999618530273,24.020000457763672,2635687
2026-02-13,24.0,24.0,22.860000610351562,23.010000228881836,2822700
2026-02-16,21.959999084472656,23.34000015258789,21.540000915527344,22.329999923706055,4681299
2026-02-17,22.5,23.290000915527344,22.1200008392334,23.079999923706055,3041501
2026-02-18,23.299999237060547,23.299999237060547,21.920000076293945,22.329999923706055,3203860
2026-02-19,22.25,22.489999771118164,22.0,22.209999084472656,2937031
2026-02-20,22.209999084472656,22.299999237060547,21.780000686645508,22.030000686645508,2325293
2026-02-23,22.190000534057617,22.5,20.959999084472656,21.15999984741211,4937516
2026-02-24,21.200000762939453,21.219999313354492,20.489999771118164,20.719999313354492,3600327
2026-02-25,20.920000076293945,21.15999984741211,19.860000610351562,20.209999084472656,6218564
2026-02-26,20.270000457763672,20.600000381469727,19.969999313354492,20.170000076293945,2919371
2026-02-27,20.170000076293945,21.399999618530273,19.90999984741211,20.190000534057617,2968166
2026-03-02,19.610000610351562,20.079999923706055,19.34000015258789,19.81999969482422,3756185
