Date,open,high,low,close,volume
2025-11-03,155.0,158.99000549316406,147.0,151.60000610351562,9531.0
2025-11-04,150.3000030517578,153.97999572753906,149.1999969482422,153.05999755859375,1653.0
2025-11-06,153.5,153.5,149.35000610351562,150.25,1012.0
2025-11-07,148.2100067138672,153.99000549316406,148.0,150.6199951171875,1481.0
2025-11-10,154.0,154.0,149.8699951171875,151.39999389648438,390.0
2025-11-11,154.69000244140625,154.69000244140625,148.60000610351562,151.7100067138672,487.0
2025-11-12,153.9499969482422,153.9499969482422,149.0,149.50999450683594,781.0
2025-11-13,152.89999389648438,152.89999389648438,148.5,149.0,1010.0
2025-11-14,152.97999572753906,152.99000549316406,149.10000610351562,149.77999877929688,776.0
2025-11-17,153.49000549316406,153.49000549316406,148.5,149.0500030517578,1339.0
2025-11-18,152.0,152.0,149.0500030517578,150.35000610351562,980.0
2025-11-19,150.97999572753906,150.97999572753906,146.77999877929688,149.94000244140625,1120.0
2025-11-20,147.4600067138672,152.00999450683594,147.4600067138672,148.1999969482422,2129.0
2025-11-21,150.00999450683594,150.4499969482422,147.0,147.88999938964844,652.0
2025-11-24,152.0,152.0,147.14999389648438,150.0,1783.0
2025-11-25,150.0,153.89999389648438,147.10000610351562,148.32000732421875,4187.0
2025-11-26,155.89999389648438,156.0,150.0,152.47999572753906,9293.0
2025-11-27,152.47999572753906,158.89999389648438,148.55999755859375,154.08999633789062,12654.0
2025-11-28,151.11000061035156,155.89999389648438,151.10000610351562,152.8699951171875,3468.0
2025-12-01,152.00999450683594,156.0,152.0,153.99000549316406,3491.0
2025-12-02,157.99000549316406,157.99000549316406,153.10000610351562,156.7100067138672,1335.0
2025-12-03,156.89999389648438,156.89999389648438,151.10000610351562,151.69000244140625,1898.0
2025-12-04,155.99000549316406,155.99000549316406,152.0500030517578,154.02000427246094,2843.0
2025-12-05,157.8699951171875,157.8699951171875,150.39999389648438,150.85000610351562,3666.0
2025-12-08,154.64999389648438,154.64999389648438,148.0,148.13999938964844,3560.0
2025-12-09,148.0,157.69000244140625,148.0,149.3300018310547,2222.0
2025-12-10,154.0,156.38999938964844,146.0,147.8800048828125,1407.0
2025-12-11,148.25,153.97999572753906,143.0,145.0500030517578,1765.0
2025-12-12,146.0,153.88999938964844,141.35000610351562,144.82000732421875,2026.0
2025-12-15,150.0,150.0,141.89999389648438,146.77000427246094,1301.0
2025-12-16,150.0,150.0,145.0,148.9499969482422,326.0
2025-12-17,148.0,149.0,143.2100067138672,147.8300018310547,572.0
2025-12-18,147.5,148.97000122070312,144.10000610351562,145.77000427246094,2394.0
2025-12-19,145.0500030517578,148.0399932861328,143.5,143.8699951171875,1496.0
2025-12-22,149.8000030517578,149.8000030517578,145.0,146.32000732421875,1998.0
2025-12-23,147.0,148.97999572753906,144.60000610351562,146.08999633789062,1491.0
2025-12-24,148.0,148.0,142.0,143.10000610351562,2326.0
2025-12-26,143.25999450683594,145.88999938964844,143.10000610351562,143.1999969482422,671.0
2025-12-29,143.1999969482422,153.89999389648438,143.1999969482422,148.6999969482422,9522.0
2025-12-30,147.0,147.0,142.0,143.02000427246094,929.0
2025-12-31,143.4499969482422,146.99000549316406,143.4499969482422,145.0,1272.0
2026-01-01,144.0500030517578,144.99000549316406,144.0,144.0,89.0
2026-01-02,144.0,149.00999450683594,142.05999755859375,144.49000549316406,3655.0
2026-01-05,146.9499969482422,146.9499969482422,141.14999389648438,142.0500030517578,6445.0
2026-01-06,150.0,150.0,138.5500030517578,141.5800018310547,2492.0
2026-01-07,141.60000610351562,144.5800018310547,140.0,144.24000549316406,3263.0
2026-01-08,145.5,145.5,139.00999450683594,141.33999633789062,656.0
2026-01-09,142.7899932861328,142.8000030517578,136.22000122070312,140.00999450683594,3338.0
2026-01-12,138.50999450683594,138.9499969482422,132.50999450683594,134.8699951171875,5780.0
2026-01-13,138.0,139.05999755859375,135.5,136.27999877929688,2189.0
2026-01-14,135.11000061035156,151.0,132.0,141.3699951171875,2432.0
2026-01-16,142.99000549316406,143.0,133.30999755859375,137.50999450683594,1228.0
2026-01-19,138.88999938964844,147.42999267578125,135.0,135.7899932861328,4632.0
2026-01-20,138.85000610351562,138.85000610351562,127.5,132.10000610351562,2086.0
2026-01-21,126.4000015258789,135.22999572753906,120.6500015258789,122.18000030517578,4758.0
2026-01-22,123.0999984741211,129.14999389648438,122.3499984741211,125.22000122070312,4537.0
2026-01-23,129.0,129.0,122.5999984741211,125.06999969482422,1510.0
2026-01-27,122.0,129.0,122.0,126.87999725341797,12353.0
2026-01-28,128.00999450683594,129.75,125.0999984741211,126.98999786376953,1958.0
2026-01-29,127.0,129.0,126.19999694824219,128.99000549316406,549.0
2026-01-30,129.0,129.0,125.5,126.29000091552734,1268.0
2026-02-02,136.39999389648438,136.39999389648438,121.5999984741211,123.5199966430664,5798.0
2026-02-03,131.99000549316406,131.99000549316406,121.25,127.19000244140625,10870.0
2026-02-04,129.99000549316406,131.6999969482422,125.55000305175781,128.77000427246094,2450.0
2026-02-05,128.77000427246094,132.8000030517578,126.0999984741211,131.4199981689453,4555.0
2026-02-06,132.8000030517578,132.8000030517578,128.8000030517578,131.99000549316406,4559.0
2026-02-09,133.0,134.6300048828125,131.5,131.99000549316406,2134.0
2026-02-10,132.63999938964844,137.8000030517578,128.75,134.82000732421875,18350.0
2026-02-11,134.8000030517578,139.8000030517578,134.8000030517578,138.86000061035156,11235.0
2026-02-12,138.8000030517578,138.8000030517578,133.61000061035156,136.14999389648438,1681.0
2026-02-13,132.0,150.0,130.3000030517578,142.77999877929688,16899.0
2026-02-16,147.0,147.0,136.25,138.17999267578125,1882.0
2026-02-17,144.0,144.0,131.25,133.02999877929688,7774.0
2026-02-18,133.5,137.69000244140625,131.60000610351562,133.0800018310547,2057.0
2026-02-19,139.6999969482422,139.6999969482422,128.80999755859375,130.19000244140625,4040.0
2026-02-20,130.19000244140625,136.49000549316406,130.19000244140625,134.10000610351562,3305.0
2026-02-23,135.0,137.0,131.25,133.6300048828125,948.0
2026-02-24,135.0,135.0,132.0,132.05999755859375,198.0
2026-02-25,134.99000549316406,135.8000030517578,130.3699951171875,133.39999389648438,2437.0
2026-02-26,133.61000061035156,134.88999938964844,130.25999450683594,132.1699981689453,1104.0
2026-02-27,132.1699981689453,135.0,131.0,133.50999450683594,1692.0
2026-03-02,130.0,131.0,125.5,128.22999572753906,1701.0
